House5@lemmy.ca,0,0,0,0,0,0,0,0,35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L4s@lemmy.world,10,0,0,6,0,4,0,0,0,0,3,0,0,0,0,18,0,6,0,0,0,101,37,0,0,0,0,7,0,7,13,25
L5s@lemmy.world,13,0,0,4,0,7,0,0,0,0,3,0,0,0,0,21,0,0,0,0,0,102,28,0,0,0,0,9,0,8,17,27
L6s@lemmy.world,3,0,0,7,0,4,0,0,0,0,4,0,0,0,0,21,0,5,0,0,0,98,6,0,0,0,0,8,0,7,11,22
treeofnik@lemmy.world,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johanno@lemmy.fmhy.net,61,0,0,0,13,3,1,0,0,0,0,0,0,0,1,9,0,3,0,0,0,2,0,0,0,0,1,0,0,18,0,0
dddw@lemm.ee,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DevCuber@lemmy.world,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,55,0,0,0,0,4,0,56,0,0
komplekx@lemmy.world,632,0,0,0,0,38,8,0,0,0,59,26,64,0,0,0,5,0,0,0,0,12,1,0,5,0,0,0,0,108,1,0
ethan@aussie.zone,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767,42,0,0,0,0,0,2,0,0
Ramhorn01@lemm.ee,444,0,0,44,0,45,67,2,8,120,1,39,18,0,0,24,1,19,0,0,0,8,7,0,0,0,0,0,0,11,0,0
Duchess@yiffit.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
siyuze@lemmy.world,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BlueEther@lemmy.nz,407,0,36,83,47,17,0,15,38,19,0,0,0,0,0,0,5,27,0,0,0,0,0,312,0,0,0,0,0,215,5,0
abcd@feddit.de,62,0,0,0,0,1,0,0,0,0,0,0,8,2,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,66,0,0
NeoTheFolf@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,41,2,0,0,0,10,0,0,0,0
BloodSurg@lemmy.world,24,26,13,4,205,29,0,0,7,15,15,49,23,0,0,43,0,11,0,6,24,10,0,3,16,93,4,64,171,53,8,0
mruczek@lemm.ee,443,55,97,132,12,6,0,0,0,0,6,0,3,0,28,14,19,21,0,0,0,62,0,0,0,0,0,0,0,106,7,8
DerpyMan@lemmy.world,467,21,4,22,2,32,0,0,0,0,1,1,9,0,0,0,0,0,2,1,0,0,5,0,8,0,0,0,1,0,1,0
lxpw@lemmy.ca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
SMB@lemmy.world,141,30,3,0,0,3,0,0,0,0,0,0,16,0,0,0,0,0,1,6,13,2,0,3,11,17,3,14,35,5,2,3
mars@lemmy.ca,30,5,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39,0,0,0,0,2,0,77,0,0
jo3rn@feddit.de,66,0,0,0,0,24,3,0,25,7,0,0,10,0,0,0,60,0,0,0,0,0,0,0,2,13,35,19,8,7,0,0
morrowind@lemmy.ml,19,48,1,26,49,8,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DavidMason9995@lemmy.world,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
donnachaidh@lemmy.dcmrobertson.com,2,0,0,0,0,1,0,0,0,0,8,0,21,0,0,0,0,4,0,0,0,0,19,0,7,0,0,0,0,30,0,0
Jayvmou@lemm.ee,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simple_Bodybuilder82@lemmynsfw.com,0,1,4,7,2,4,0,0,0,0,0,6,0,0,20,46,54,0,0,2,0,2,13,0,0,9,0,0,7,7,0,0
StarShocked@lemmy.blahaj.zone,13,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,18,3,0,3,0,0,25,0,0,0,0
InfiniteFlow@lemmy.world,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
valkyrie@lemmy.ml,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,2,0,0
Homestuck@lemmy.blahaj.zone,206,0,0,1,0,6,1,0,1,0,31,18,1,3,12,0,372,0,0,0,0,0,3,0,0,0,0,1,1,20,9,0
kerplink@lemmy.sedimentarymountains.com,17,0,0,0,0,0,0,0,0,0,0,0,10,3,0,18,0,0,0,0,0,25,0,25,0,0,0,0,3,0,0,0
Bandu@lemmy.world,14,0,0,0,0,1,0,5,3,6,2,1,4,11,0,8,0,0,0,0,0,0,45,1,0,0,0,2,2,9,18,14
Manwaffles@lemmy.world,5,19,8,6,18,17,0,7,8,0,35,31,41,7,0,0,0,2,1,3,17,11,2,0,0,0,0,6,0,80,52,95
StillPaisleyCat@startrek.website,47,334,0,66,48,74,42,23,299,111,0,9,0,78,0,0,0,0,0,0,5,12,0,0,132,0,0,0,0,180,2,0
pruwybn@discuss.tchncs.de,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,1,0,0,0,12,51,0,0,0,0,0,0,0,0,0
ClemaX@lemm.ee,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,1,2,0,5,2,1,0,0,0,0,0,1,1,0
JohnnyLX91@lemmy.zip,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smorty@lemmy.blahaj.zone,39,11,0,0,0,0,0,2,0,0,5,16,0,0,0,4,4,0,0,0,0,84,33,0,4,7,0,2,0,0,0,0
emhl@feddit.de,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
ddd_w@lemm.ee,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xpsking@midwest.social,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
anangrierterrarian@lemmy.blahaj.zone,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p0ppe@lemmy.world,416,0,0,1,1,30,0,0,0,0,10,0,16,0,91,78,137,1,0,0,0,1,1224,0,0,0,3,14,0,19,0,0
Terevos@lemm.ee,29,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doremy@lemmy.world,84,1,0,0,0,5,33,27,1,0,0,4,73,2,0,0,0,0,0,0,2,5,0,19,0,0,8,12,0,22,0,0
Rukmer@lemmy.world,68,0,0,0,53,0,0,0,0,29,0,6,0,0,33,4,3,50,5,0,0,2,6,0,0,5,0,0,0,0,0,0
AchillesUltimate@lemy.lol,425,328,127,32,159,30,36,35,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
soullioness@lemmy.world,72,1,1,2,83,60,0,2,4,11,0,10,7,1,37,1,1,20,0,0,2,19,4,0,0,2,0,7,0,0,0,0
Sarmale@lemmy.zip,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,0,0
TornadoRex@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jayv43@lemm.ee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mistermonday@sh.itjust.works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
dscratch@sh.itjust.works,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0
ollie@lemmy.world,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w2qw@aussie.zone,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,17,0,0
LengthierCrowd@lemm.ee,300,32,12,4,7,27,6,2,4,1,0,3,49,2,3,70,139,2,2,2,100,10,38,117,0,0,0,103,4,84,0,0
obbot@lemmy.world,172,0,0,0,0,10,0,0,0,0,37,9,55,12,14,12,24,1,24,4,21,2,29,3,43,7,32,0,21,11,13,0
ademos@lemmy.world,13,2,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,17
Lhlmarques@lemmy.world,206,0,0,0,0,10,0,0,0,0,0,0,73,0,0,0,0,0,0,0,6,0,0,0,30,2,0,15,0,1,0,0
hellfire103@sopuli.xyz,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Slowjoe@lemmy.zip,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DingDongDitch@lemmy.blahaj.zone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,3,0,0,0,0
echinop@lemmy.world,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,3,4,0,0,0,0,0,0,5,0,0
teatime@infosec.pub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0
Skyhighatrist@lemmy.ca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
20wontons@lemmy.world,129,28,6,3,0,9,0,2,0,0,2,10,1,0,0,0,0,7,0,0,0,0,0,13,0,0,0,14,0,16,0,0
Midnightmoon@lemmy.world,114,9,36,59,34,25,0,0,3,60,16,19,80,30,2,20,29,22,10,5,163,139,234,74,25,75,24,55,2,28,19,54
Dusktor@lemmy.world,3,19,0,0,11,0,0,0,0,0,0,20,10,0,0,0,0,0,0,6,3,0,9,0,0,0,2,6,2,24,0,0
mac@programming.dev,309,151,232,13,39,43,0,0,0,6,12,6,15,0,10,3,5,7,1,0,1,45,20,8,3,1,4,0,7,11,1,8
Wilshire@lemm.ee,19,0,0,0,0,0,0,0,0,0,0,21,24,0,0,16,0,0,0,0,0,17,9,0,0,15,0,0,0,24,0,0
Goodman@lemm.ee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tippamytongue@lemmy.world,2,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
weeoooweeooo@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,2,0,7,0,0
waterplants@lemm.ee,33,15,0,41,29,88,0,0,6,0,13,4,105,76,6,9,116,0,26,22,75,22,17,0,0,0,1,3,0,7,198,0
Kuro@sha1.nl,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GaiusGornicusCaesar@startrek.website,358,0,0,21,24,21,0,0,97,19,26,19,2,4,0,0,3,0,0,0,19,44,14,0,1,0,2,53,40,170,0,0
prepare4claire@lemmy.blahaj.zone,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,423,0,0,0,0
baggins@lemmy.ca,45,0,0,0,133,7,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,234,6,0
workisslow@lemmy.world,39,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CameronDev@programming.dev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,24,0,0
catsunrisesaltcarrot@lemmy.world,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0
Rene_Z@lemmy.world,167,34,12,18,12,198,9,0,0,6,9,52,25,35,25,42,21,7,1,51,51,136,92,17,36,75,10,44,10,51,4,0
statue_smudge@lemmy.world,38,5,2,0,0,0,6,64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,0,4,0,0
diego@lemmy.ca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
axmo@lemmy.ca,34,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0
l6s@lemmy.world,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,3,4
amplified@lemmy.world,12,0,0,7,0,0,0,0,13,4,11,0,7,0,0,0,0,0,0,0,0,36,93,43,0,0,0,0,0,0,0,0
emuspawn@orbiting.observer,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sentinian@lemmy.one,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
alizard@lemmy.world,27,2,0,0,0,4,0,0,1,0,6,0,0,0,1,4,0,0,0,0,1,16,0,27,0,0,0,53,0,0,0,0
ack12@programming.dev,246,175,206,18,32,68,0,0,1,8,6,6,16,0,6,8,6,9,0,1,0,57,15,10,2,1,1,2,7,23,1,2
Madbrad200@lemmy.world,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
varikvalefor@yiffit.net,6,0,0,0,0,26,0,0,0,105,0,0,5,0,0,0,4,0,0,0,0,0,46,0,0,1,0,0,0,21,95,0
sarahnya@lemmy.blahaj.zone,0,0,0,0,0,1,0,0,0,0,35,14,1,1,0,0,0,0,0,0,0,248,0,1,0,0,0,156,0,1,0,0
Shimozu@lemmy.blahaj.zone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,96,0,0,0,0
cheeseblintzes@lemmy.world,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
herrwoland@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
xLy@programming.dev,262,201,179,21,24,45,0,0,0,3,9,4,15,0,0,8,4,9,0,2,3,49,19,4,0,0,0,0,0,14,2,3
kenotron@lemm.ee,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,82,0
yato@lemmy.fmhy.net,38,0,0,0,0,38,0,0,0,0,128,1,0,0,0,120,96,0,0,0,1,53,63,0,13,0,0,0,0,8,0,0
GothicLlama@lemmy.world,164,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,1,0,10,0,0,0,0
mobcharacter@lemmy.world,65,0,0,0,0,32,0,0,0,0,130,0,0,0,0,149,114,0,0,0,0,62,65,1,9,0,0,0,0,14,1,0
rustyraven@aussie.zone,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,271,0,0
Vendofridge@aussie.zone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
tippamytongue@lemmy.world,1,0,0,0,0,0,0,10,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cinnamorollyy@lemmy.blahaj.zone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emma@programming.dev,0,0,0,0,0,0,0,0,1,0,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
atewithouttable@sh.itjust.works,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
Death2lois@lemmy.one,115,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pineapplelover@lemm.ee,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ubermeisters@lemmy.world,164,41,111,74,79,98,46,50,52,52,63,73,82,74,73,99,99,64,80,68,78,84,90,68,49,57,41,42,64,513,156,106
k2003@lemmy.world,58,1,1,3,8,33,0,3,0,1,0,2,4,0,8,0,5,1,0,0,145,22,813,1,35,0,0,0,0,2,13,0
MKtC1@toast.ooo,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dreadfighter23@lemmy.world,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalcifer@lemmy.world,522,2,0,0,0,0,0,0,0,0,0,0,401,45,0,32,67,16,0,0,0,20,0,0,0,0,0,0,39,68,0,0
sayjess@lemmy.blahaj.zone,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Lailxd@lemmy.world,39,50,70,69,48,1,0,9,26,29,0,4,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Brightfadeddog@sh.itjust.works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
brightfadeddog@sh.itjust.works,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,120,0,0
sgtsilverlining@lemmy.blahaj.zone,33,20,1,0,0,0,0,0,0,0,12,15,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
calhoon2005@aussie.zone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,13,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
Limitless_screaming@lemmy.world,95,184,13,0,13,59,0,0,0,0,38,13,106,0,0,15,206,156,0,0,0,9,2,3,2,4,0,0,0,228,10,1
Peepo___@lemmy.world,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0
jackhp95@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
alycat@lemmy.blahaj.zone,180,23,206,55,65,12,0,128,16,10,155,0,16,4,1,16,109,20,0,5,13,132,58,12,20,7,150,81,2,4,120,2
0x4576616e@lemmy.blahaj.zone,3,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0
ArieTheFloof@lemmy.blahaj.zone,636,18,35,13,18,20,0,30,14,0,18,0,23,3,1,6,12,155,67,33,0,28,29,28,228,23,35,103,3,8,26,0
favrion@toast.ooo,380,3,0,0,15,60,4,0,0,0,54,227,25,4,0,0,2,0,3,0,0,2,0,0,0,0,0,14,0,33,18,3
Starman_x64@lemmy.world,197,53,38,14,27,39,19,3,1,2,0,1,195,9,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,4,16,5
Lukerator@lemmy.ml,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
StormDasher@toast.ooo,0,0,0,0,13,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0
roze_sha@programming.dev,83,0,0,0,0,22,0,0,0,0,0,0,7,0,0,0,0,3,58,0,0,2,8,0,0,0,0,0,0,0,0,0
WtfEvenIsExistence@reddthat.com,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gamma@programming.dev,29,0,0,9,0,0,0,0,2,0,0,4,0,0,7,18,25,16,1,0,1,10,3,6,2,6,9,0,0,0,0,0
parsnip@lemmy.ca,185,0,0,5,13,2,0,0,0,15,63,0,237,0,0,0,121,0,0,0,0,0,133,0,343,0,0,0,0,475,0,0
VectorGraphics@lemmy.ca,46,0,0,0,0,1,0,0,0,0,15,7,0,0,0,0,0,0,0,0,0,0,14,0,4,17,4,0,6,17,2,0
CeruleanRuin@lemmy.world,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gamma@sh.itjust.works,71,0,0,9,0,0,0,0,4,3,0,0,0,0,0,4,10,2,0,0,1,3,2,2,6,3,1,0,0,0,0,0
DarthManantee@feddit.de,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Rubix@lemmy.blahaj.zone,1,3,0,0,0,0,0,0,0,0,1,1,11,0,0,0,23,0,0,0,38,2,12,0,0,1,0,0,0,3,0,0
Devoid@lemmy.zip,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h4wk3y3@feddit.de,41,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0
ram@lemmy.ca,13,2,9,29,1,79,134,24,47,2,2,17,21,21,0,7,2,0,0,0,0,132,95,182,3,22,34,168,12,31,0,48
Broadwell@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,20,0,0,0,0,0,0,0,0
Wilker@lemmy.blahaj.zone,27,6,6,4,0,26,0,2,6,0,27,19,11,68,1,20,32,3,3,0,3,41,3,1,18,3,0,7,234,20,3,2
wertnert80@lemmy.world,147,38,24,20,67,5,32,9,7,0,0,2,75,7,5,21,25,0,4,12,11,0,8,0,0,0,0,20,0,0,3,0
stella@lemmy.blahaj.zone,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0
Oleorun@lemmy.fan,1,0,0,0,0,16,0,0,0,0,6,0,0,0,0,0,0,11,0,6,8,4,36,95,6,1,8,0,0,1,7,11
MelodicBeam@lemmy.world,0,0,0,0,0,1,0,0,7,5,0,0,0,0,0,0,0,3,10,0,6,0,3,0,14,0,0,3,0,5,0,0
Gamer_Lab2@lemmy.world,13,13,20,34,23,10,45,2,7,9,3,8,21,7,3,5,14,9,2,0,4,5,23,1,2,15,19,83,6,36,0,0
Atrabiliousaurus@lemmy.world,409,0,0,0,0,0,0,0,0,0,35,0,72,0,0,63,0,0,0,0,0,44,2,0,0,5,0,0,0,56,0,0
RyanXero@lemmy.ca,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
paradoxvoid@aussie.zone,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,84,1,0
aaa@lemmy.blahaj.zone,54,0,0,32,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,71,0,0,5,0,1,137,8
Lyo@feddit.de,6,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,39,0,0
pickles@lemmy.blahaj.zone,1,13,0,0,0,0,0,0,0,0,128,48,0,0,0,0,0,0,0,1,0,54,0,12,0,0,0,0,0,0,0,0
jjagaimo@lemmy.ca,42,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
Triadager@feddit.de,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,22,0,0
darukhnarn@feddit.de,25,0,0,0,0,0,0,0,1,7,11,0,16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0
Quik@infosec.pub,47,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swordthensnow@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,19,5,0,2,6,0,0,0,0,0,8,65,1,0,3,0,0,0,201,0,0
Tntgamer12341@discuss.tchncs.de,32,0,11,0,2,0,0,0,0,0,0,0,55,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,48,0,0
AbouBenAdhem@lemmy.world,0,0,0,0,0,35,26,0,0,0,0,3,7,60,219,411,803,677,0,0,38,48,4,0,0,0,0,70,0,3,0,0
011@lemmy.world,41,0,0,0,8,7,0,0,5,0,0,0,1,0,0,0,120,0,0,0,0,0,276,0,0,0,0,0,0,280,0,0
Jordan117@lemmy.world,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danterious@lemmy.world,76,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
match@pawb.social,67,0,0,0,0,0,0,2,0,12,73,15,2,0,0,0,9,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0
no_eponym@lemmy.ca,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
cralder@feddit.nu,1,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,3,832,0,0,0,0,0,0,147,0,0
flatrute@lemmy.world,67,0,0,0,0,21,0,0,0,0,10,5,24,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,28,0,0
Maeric@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
sepiroth154@feddit.nl,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,6,2,0
jws_shadotak@lemmy.world,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0
indomara@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dire_rhea@lemmy.blahaj.zone,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,0,0,0,0,0,0,0,0,0
similideano@sopuli.xyz,59,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
homestuckalt@lemmy.blahaj.zone,195,0,0,0,0,6,0,0,0,0,30,17,0,0,0,0,294,0,0,0,0,0,2,0,0,0,0,0,0,19,12,0
